user_id,dom1_present,dom1_seq_len,dom1_target_time,dom1_last_history_time,dom2_present,dom2_seq_len,dom2_target_time,dom2_last_history_time,dom3_present,dom3_seq_len,dom3_target_time,dom3_last_history_time,dom4_present,dom4_seq_len,dom4_target_time,dom4_last_history_time,n_domains_present
26031,1,3,,,1,2,,,1,4,,,1,8,,,4
26032,1,4,,,1,1,,,1,3,,,1,4,,,4
26033,1,2,,,1,11,,,1,1,,,1,5,,,4
26034,1,3,,,1,4,,,1,2,,,1,1,,,4
26035,1,10,,,1,6,,,1,3,,,1,5,,,4
26036,1,4,,,1,3,,,1,3,,,1,2,,,4
26037,1,2,,,1,6,,,1,10,,,1,12,,,4
26038,1,11,,,1,5,,,1,4,,,1,2,,,4
26039,1,4,,,1,4,,,1,11,,,1,17,,,4
2604,1,3,,,1,2,,,1,2,,,1,19,,,4
26040,1,3,,,1,10,,,1,3,,,1,2,,,4
26041,1,8,,,1,19,,,1,3,,,1,4,,,4
26042,1,6,,,1,35,,,1,2,,,1,10,,,4
26043,1,22,,,1,4,,,1,4,,,1,2,,,4
26044,1,4,,,1,2,,,1,2,,,1,1,,,4
26045,1,5,,,1,2,,,1,4,,,1,2,,,4
26046,1,7,,,1,22,,,1,3,,,1,17,,,4
26047,1,2,,,1,6,,,1,4,,,1,5,,,4
26048,1,5,,,1,6,,,1,3,,,1,1,,,4
26049,1,10,,,1,2,,,1,2,,,1,5,,,4
2605,1,5,,,1,35,,,1,9,,,1,13,,,4
26050,1,4,,,1,13,,,1,3,,,1,6,,,4
26051,1,3,,,1,2,,,1,8,,,1,3,,,4
26052,1,4,,,1,22,,,1,9,,,1,5,,,4
26053,1,2,,,1,4,,,1,16,,,1,2,,,4
26054,1,4,,,1,8,,,1,4,,,1,5,,,4
26055,1,15,,,1,5,,,1,12,,,1,3,,,4
26056,0,0,,,1,3,,,1,11,,,1,2,,,3
26057,1,5,,,1,2,,,1,2,,,1,1,,,4
26058,1,6,,,1,4,,,1,6,,,1,2,,,4
26059,1,16,,,1,66,,,1,5,,,1,21,,,4
2606,1,2,,,1,2,,,1,9,,,1,5,,,4
26060,1,4,,,1,5,,,1,10,,,1,4,,,4
26061,1,9,,,1,16,,,1,2,,,1,60,,,4
26062,1,8,,,1,8,,,1,6,,,1,4,,,4
26063,1,7,,,1,10,,,1,2,,,1,4,,,4
26064,1,2,,,1,2,,,1,27,,,1,8,,,4
26065,1,10,,,1,10,,,1,7,,,1,3,,,4
26066,1,19,,,1,12,,,1,8,,,1,10,,,4
26067,1,5,,,1,20,,,1,31,,,1,11,,,4
26068,0,0,,,1,7,,,1,4,,,1,2,,,3
26069,1,2,,,1,3,,,1,3,,,1,2,,,4
2607,1,12,,,1,35,,,1,9,,,1,4,,,4
26070,1,4,,,1,3,,,1,2,,,1,5,,,4
26071,1,75,,,1,6,,,1,2,,,1,2,,,4
26072,1,6,,,1,3,,,1,1,,,1,2,,,4
26073,1,4,,,1,7,,,1,10,,,1,5,,,4
26074,1,72,,,1,20,,,1,16,,,1,7,,,4
26075,1,66,,,1,32,,,1,9,,,1,11,,,4
26076,1,4,,,1,8,,,1,8,,,1,6,,,4
26077,1,11,,,1,9,,,1,8,,,1,2,,,4
26078,1,3,,,1,10,,,1,8,,,1,1,,,4
26079,1,2,,,1,13,,,1,8,,,1,8,,,4
2608,1,2,,,1,39,,,1,4,,,1,14,,,4
26080,1,3,,,1,3,,,1,5,,,1,17,,,4
26081,1,2,,,1,11,,,1,41,,,1,7,,,4
26082,1,11,,,1,2,,,1,1,,,1,4,,,4
26083,1,17,,,1,6,,,1,6,,,1,17,,,4
26084,1,67,,,1,33,,,1,9,,,1,12,,,4
26085,1,3,,,1,8,,,1,15,,,1,5,,,4
26086,1,16,,,1,3,,,1,2,,,1,5,,,4
26087,1,5,,,1,14,,,1,4,,,1,10,,,4
26088,1,4,,,1,20,,,1,18,,,1,27,,,4
26089,1,12,,,1,3,,,1,4,,,1,3,,,4
2609,1,5,,,1,4,,,1,2,,,1,1,,,4
26090,1,2,,,1,2,,,1,2,,,1,1,,,4
26091,1,95,,,1,10,,,1,10,,,1,2,,,4
26092,1,91,,,1,5,,,1,3,,,1,4,,,4
26093,1,49,,,1,15,,,1,42,,,1,12,,,4
26094,1,4,,,1,1,,,1,2,,,1,4,,,4
26095,1,4,,,1,3,,,1,4,,,1,8,,,4
26096,1,3,,,1,7,,,1,4,,,1,4,,,4
26097,1,12,,,1,8,,,1,4,,,1,7,,,4
26098,1,2,,,1,30,,,1,8,,,1,7,,,4
26099,1,9,,,1,9,,,1,4,,,1,10,,,4
261,1,5,,,1,12,,,1,3,,,1,5,,,4
2610,1,5,,,1,13,,,1,12,,,1,3,,,4
26100,1,4,,,1,9,,,1,3,,,1,2,,,4
26101,1,16,,,1,2,,,1,6,,,1,7,,,4
26102,1,56,,,1,3,,,1,2,,,1,3,,,4
26103,1,60,,,1,22,,,1,21,,,1,19,,,4
26104,1,4,,,1,14,,,1,5,,,1,10,,,4
26105,1,4,,,1,6,,,1,19,,,1,5,,,4
26106,1,3,,,1,6,,,1,43,,,1,5,,,4
26107,1,16,,,1,10,,,1,23,,,1,8,,,4
26108,1,8,,,1,3,,,1,3,,,1,1,,,4
26109,1,12,,,1,10,,,1,9,,,1,14,,,4
2611,1,6,,,1,33,,,1,10,,,1,12,,,4
26110,1,7,,,1,6,,,1,2,,,1,2,,,4
26111,1,4,,,1,8,,,1,6,,,1,5,,,4
26112,1,3,,,1,15,,,1,5,,,1,12,,,4
26113,1,2,,,1,26,,,1,2,,,1,7,,,4
26114,1,85,,,1,3,,,1,28,,,1,4,,,4
26115,1,9,,,1,10,,,1,2,,,1,2,,,4
26116,1,1,,,1,3,,,1,5,,,1,40,,,4
26117,1,5,,,1,6,,,1,6,,,1,4,,,4
26118,1,2,,,1,4,,,1,15,,,1,2,,,4
26119,1,6,,,1,6,,,1,1,,,1,4,,,4
2612,1,2,,,1,14,,,1,7,,,1,10,,,4
26120,1,5,,,1,10,,,1,1,,,1,3,,,4
26121,1,4,,,1,6,,,1,3,,,1,2,,,4
26122,1,8,,,1,1,,,1,4,,,1,2,,,4
26123,1,10,,,1,7,,,1,1,,,1,5,,,4
26124,1,3,,,1,4,,,1,43,,,1,16,,,4
26125,1,5,,,1,1,,,1,13,,,1,3,,,4
26126,1,4,,,1,2,,,1,2,,,1,3,,,4
26127,1,12,,,1,6,,,1,20,,,1,2,,,4
26128,1,6,,,1,4,,,1,7,,,1,4,,,4
26129,1,13,,,1,12,,,1,16,,,1,10,,,4
2613,1,6,,,1,6,,,1,2,,,1,1,,,4
26130,1,16,,,1,4,,,1,12,,,1,16,,,4
26131,1,11,,,1,29,,,1,11,,,1,5,,,4
26132,1,11,,,1,15,,,1,15,,,1,6,,,4
26133,1,7,,,1,14,,,1,2,,,1,1,,,4
26134,1,6,,,1,10,,,1,2,,,1,3,,,4
26135,1,3,,,1,8,,,1,3,,,1,2,,,4
26136,1,6,,,1,22,,,1,8,,,1,2,,,4
26137,1,3,,,1,2,,,1,3,,,1,2,,,4
26138,1,2,,,1,10,,,1,20,,,1,11,,,4
26139,1,5,,,1,11,,,1,33,,,1,5,,,4
2614,1,50,,,1,12,,,1,13,,,1,9,,,4
26140,1,2,,,1,13,,,1,7,,,1,5,,,4
26141,1,3,,,1,15,,,1,6,,,1,6,,,4
26142,1,16,,,1,10,,,1,6,,,1,2,,,4
26143,1,9,,,1,3,,,1,5,,,1,2,,,4
26144,1,6,,,1,4,,,1,2,,,1,2,,,4
26145,1,11,,,1,2,,,1,8,,,1,5,,,4
26146,1,14,,,1,8,,,1,11,,,1,3,,,4
26147,1,26,,,1,7,,,1,3,,,1,13,,,4
26148,1,5,,,1,14,,,1,4,,,1,3,,,4
26149,1,3,,,1,7,,,1,13,,,1,6,,,4
2615,1,6,,,1,8,,,1,8,,,1,2,,,4
26150,1,4,,,1,6,,,1,4,,,0,0,,,3
26151,1,6,,,1,7,,,1,8,,,1,5,,,4
26152,1,10,,,1,4,,,1,12,,,1,2,,,4
26153,1,4,,,1,7,,,1,4,,,1,10,,,4
26154,1,3,,,1,16,,,1,3,,,1,2,,,4
26155,1,6,,,1,4,,,1,7,,,1,5,,,4
26156,1,1,,,1,23,,,1,5,,,1,9,,,4
26157,1,9,,,1,30,,,1,13,,,1,21,,,4
26158,1,8,,,1,15,,,1,13,,,1,2,,,4
26159,1,7,,,1,5,,,1,4,,,1,6,,,4
2616,1,15,,,1,1,,,1,6,,,1,1,,,4
26160,1,4,,,1,9,,,1,5,,,0,0,,,3
26161,1,99,,,1,8,,,1,2,,,1,3,,,4
26162,1,20,,,1,1,,,1,5,,,1,2,,,4
26163,1,3,,,1,28,,,1,23,,,1,15,,,4
26164,1,6,,,1,38,,,1,13,,,1,26,,,4
26165,1,86,,,1,8,,,1,3,,,1,8,,,4
26166,1,12,,,1,6,,,1,4,,,1,12,,,4
26167,1,6,,,1,5,,,1,2,,,1,5,,,4
26168,1,2,,,1,15,,,1,6,,,1,9,,,4
26169,1,6,,,1,31,,,1,9,,,1,11,,,4
2617,1,11,,,1,4,,,1,2,,,1,4,,,4
26170,1,2,,,1,3,,,1,8,,,1,3,,,4
26171,1,3,,,1,9,,,1,19,,,1,7,,,4
26172,1,3,,,1,15,,,1,2,,,1,10,,,4
26173,1,4,,,1,1,,,1,2,,,1,1,,,4
26174,1,2,,,1,7,,,1,7,,,1,7,,,4
26175,1,2,,,1,18,,,1,3,,,1,10,,,4
26176,1,18,,,1,2,,,1,4,,,1,3,,,4
26177,1,4,,,1,6,,,1,7,,,1,13,,,4
26178,1,2,,,1,4,,,1,1,,,1,3,,,4
26179,1,38,,,1,17,,,1,4,,,1,5,,,4
2618,1,2,,,1,1,,,1,3,,,1,1,,,4
26180,1,14,,,1,16,,,1,2,,,1,4,,,4
26181,1,7,,,1,10,,,1,48,,,1,14,,,4
26182,1,7,,,1,8,,,1,4,,,1,7,,,4
26183,1,3,,,1,2,,,1,3,,,0,0,,,3
26184,1,8,,,1,4,,,1,6,,,0,0,,,3
26185,1,17,,,1,4,,,1,2,,,1,1,,,4
26186,1,14,,,1,10,,,1,35,,,1,28,,,4
26187,1,6,,,1,17,,,1,9,,,1,2,,,4
26188,1,6,,,1,3,,,1,2,,,1,8,,,4
26189,1,5,,,1,13,,,1,11,,,1,18,,,4
2619,1,8,,,1,2,,,1,6,,,1,5,,,4
26190,1,9,,,1,5,,,1,5,,,1,1,,,4
26191,1,61,,,1,36,,,1,8,,,1,15,,,4
26192,1,93,,,1,5,,,1,3,,,1,6,,,4
26193,1,2,,,1,3,,,1,3,,,1,7,,,4
26194,1,3,,,1,32,,,1,3,,,1,15,,,4
26195,1,6,,,1,6,,,1,2,,,1,1,,,4
26196,1,18,,,1,2,,,1,8,,,1,7,,,4
26197,1,84,,,1,2,,,1,9,,,1,4,,,4
26198,1,4,,,1,3,,,1,8,,,1,7,,,4
26199,1,9,,,1,5,,,1,2,,,1,2,,,4
262,1,2,,,1,7,,,1,2,,,1,4,,,4
2620,1,4,,,1,2,,,1,3,,,1,10,,,4
26200,1,3,,,1,2,,,1,3,,,1,1,,,4
26201,1,5,,,1,9,,,1,11,,,1,3,,,4
26202,1,3,,,1,2,,,1,3,,,1,1,,,4
26203,1,4,,,1,5,,,1,8,,,1,2,,,4
26204,1,2,,,1,4,,,1,5,,,0,0,,,3
26205,1,35,,,1,14,,,1,3,,,1,9,,,4
26206,1,3,,,1,10,,,1,6,,,1,2,,,4
26207,1,55,,,1,11,,,1,10,,,1,3,,,4
26208,1,65,,,1,3,,,1,2,,,1,4,,,4
26209,1,4,,,1,7,,,1,2,,,1,8,,,4
2621,1,6,,,1,5,,,1,3,,,1,2,,,4
26210,1,2,,,1,19,,,1,6,,,1,6,,,4
26211,1,5,,,1,6,,,1,3,,,1,2,,,4
26212,1,15,,,1,20,,,1,33,,,1,12,,,4
26213,1,3,,,1,3,,,1,2,,,1,2,,,4
26214,1,15,,,1,6,,,1,2,,,1,1,,,4
26215,1,34,,,1,44,,,1,2,,,1,1,,,4
26216,1,4,,,1,5,,,1,5,,,1,2,,,4
26217,1,7,,,1,3,,,1,3,,,1,3,,,4
26218,1,7,,,1,3,,,1,6,,,1,4,,,4
26219,1,2,,,1,5,,,1,5,,,1,3,,,4
2622,1,4,,,1,3,,,1,3,,,1,2,,,4
26220,1,9,,,1,6,,,1,6,,,1,2,,,4
26221,1,4,,,1,2,,,1,6,,,1,3,,,4
26222,1,4,,,1,20,,,1,1,,,1,11,,,4
26223,1,4,,,1,60,,,1,4,,,1,7,,,4
26224,1,2,,,1,20,,,1,11,,,1,8,,,4
26225,1,7,,,1,11,,,1,7,,,1,12,,,4
26226,1,4,,,1,7,,,1,40,,,1,13,,,4
26227,1,1,,,1,2,,,1,3,,,1,4,,,4
26228,1,2,,,1,3,,,1,2,,,1,14,,,4
26229,1,3,,,1,19,,,1,6,,,1,3,,,4
2623,1,21,,,1,12,,,1,2,,,1,1,,,4
26230,1,2,,,1,3,,,1,1,,,1,1,,,4
26231,1,12,,,1,9,,,1,6,,,1,7,,,4
26232,1,48,,,1,53,,,1,5,,,1,13,,,4
26233,1,39,,,1,48,,,1,11,,,1,15,,,4
26234,1,15,,,1,5,,,0,0,,,1,4,,,3
26235,1,3,,,1,20,,,1,5,,,1,17,,,4
26236,1,21,,,1,2,,,1,3,,,1,2,,,4
26237,1,2,,,1,4,,,1,3,,,1,2,,,4
26238,1,3,,,1,16,,,1,4,,,1,40,,,4
26239,1,5,,,1,6,,,1,7,,,1,3,,,4
2624,1,5,,,1,6,,,1,4,,,1,2,,,4
26240,1,8,,,1,13,,,1,5,,,1,15,,,4
26241,1,9,,,1,2,,,1,6,,,1,6,,,4
26242,1,2,,,1,4,,,1,2,,,1,1,,,4
26243,1,2,,,1,3,,,1,6,,,1,5,,,4
26244,1,9,,,1,5,,,1,5,,,1,2,,,4
26245,1,8,,,1,2,,,1,9,,,1,6,,,4
26246,1,3,,,1,8,,,1,8,,,1,11,,,4
26247,1,4,,,1,21,,,1,2,,,1,9,,,4
26248,1,3,,,1,9,,,1,2,,,1,11,,,4
26249,1,66,,,1,8,,,1,2,,,1,5,,,4
2625,1,8,,,1,19,,,1,22,,,1,2,,,4
26250,1,5,,,1,10,,,1,4,,,1,8,,,4
26251,1,9,,,1,7,,,1,11,,,1,8,,,4
26252,1,26,,,1,17,,,1,4,,,1,8,,,4
26253,1,8,,,1,10,,,1,2,,,1,4,,,4
26254,1,20,,,1,10,,,1,14,,,1,5,,,4
26255,1,21,,,1,6,,,1,1,,,1,4,,,4
26256,1,3,,,1,6,,,1,14,,,1,5,,,4
26257,1,2,,,1,26,,,1,5,,,1,16,,,4
26258,1,27,,,1,52,,,1,3,,,1,31,,,4
26259,1,2,,,1,12,,,1,6,,,1,34,,,4
2626,1,7,,,1,89,,,1,6,,,1,16,,,4
26260,1,1,,,1,8,,,1,5,,,1,4,,,4
26261,1,2,,,1,3,,,1,7,,,1,3,,,4
26262,1,28,,,1,17,,,1,2,,,1,1,,,4
26263,1,20,,,1,16,,,1,5,,,1,12,,,4
26264,1,3,,,1,15,,,1,7,,,1,14,,,4
26265,1,6,,,1,21,,,1,2,,,1,5,,,4
26266,1,3,,,1,45,,,1,33,,,1,5,,,4
26267,1,4,,,1,8,,,1,7,,,1,3,,,4
26268,1,3,,,1,5,,,1,2,,,1,2,,,4
26269,1,2,,,1,21,,,1,3,,,1,4,,,4
2627,1,27,,,1,6,,,1,9,,,1,11,,,4
26270,1,17,,,1,7,,,1,1,,,1,8,,,4
26271,1,90,,,1,6,,,1,11,,,1,6,,,4
26272,1,15,,,1,5,,,1,10,,,1,2,,,4
26273,1,2,,,1,9,,,1,3,,,1,4,,,4
26274,1,17,,,1,5,,,1,15,,,1,17,,,4
26275,1,3,,,1,5,,,1,6,,,1,1,,,4
26276,1,16,,,1,2,,,1,6,,,1,9,,,4
26277,1,6,,,1,4,,,1,1,,,1,1,,,4
26278,1,3,,,1,14,,,1,4,,,1,2,,,4
26279,1,5,,,1,6,,,1,4,,,1,8,,,4
2628,1,2,,,1,9,,,1,5,,,1,2,,,4
26280,1,6,,,1,7,,,1,8,,,1,4,,,4
26281,1,3,,,1,10,,,1,3,,,1,2,,,4
26282,1,4,,,1,5,,,1,3,,,1,10,,,4
26283,1,8,,,1,8,,,1,3,,,1,22,,,4
26284,1,45,,,1,4,,,1,3,,,1,2,,,4
26285,1,58,,,1,10,,,1,8,,,1,7,,,4
26286,1,2,,,1,2,,,1,21,,,1,10,,,4
26287,1,8,,,1,30,,,1,2,,,1,9,,,4
26288,1,33,,,1,12,,,1,53,,,1,24,,,4
26289,1,6,,,1,3,,,1,1,,,1,3,,,4
2629,1,3,,,0,0,,,1,3,,,1,2,,,3
26290,1,11,,,1,13,,,1,4,,,1,16,,,4
26291,1,8,,,1,7,,,1,11,,,1,7,,,4
26292,1,2,,,1,3,,,1,5,,,1,10,,,4
26293,1,9,,,1,4,,,1,1,,,1,4,,,4
26294,1,2,,,1,10,,,1,6,,,1,2,,,4
26295,1,16,,,1,3,,,1,1,,,1,2,,,4
26296,1,3,,,1,7,,,1,9,,,1,1,,,4
26297,1,25,,,1,3,,,1,4,,,1,3,,,4
26298,1,12,,,1,5,,,1,6,,,1,3,,,4
26299,1,2,,,1,2,,,1,3,,,1,1,,,4
263,1,5,,,1,1,,,1,1,,,1,2,,,4
2630,1,10,,,1,40,,,1,19,,,1,15,,,4
26300,1,14,,,1,4,,,1,2,,,1,2,,,4
26301,1,11,,,1,42,,,1,34,,,1,17,,,4
26302,1,13,,,1,5,,,1,2,,,1,8,,,4
26303,1,3,,,1,18,,,1,11,,,1,7,,,4
26304,1,5,,,1,2,,,1,12,,,1,1,,,4
26305,1,3,,,1,24,,,1,7,,,1,5,,,4
26306,1,5,,,1,4,,,1,11,,,1,7,,,4
26307,1,18,,,1,12,,,1,3,,,1,6,,,4
26308,1,2,,,1,9,,,1,2,,,1,3,,,4
26309,1,2,,,1,1,,,1,5,,,1,1,,,4
2631,1,2,,,1,3,,,1,9,,,1,1,,,4
26310,1,7,,,1,7,,,1,7,,,1,12,,,4
26311,1,4,,,1,5,,,1,2,,,1,3,,,4
26312,1,10,,,1,2,,,1,2,,,1,8,,,4
26313,1,4,,,1,10,,,1,11,,,1,2,,,4
26314,1,3,,,1,10,,,1,16,,,1,15,,,4
26315,1,4,,,1,13,,,1,3,,,1,12,,,4
26316,1,5,,,1,2,,,0,0,,,1,2,,,3
26317,1,16,,,1,6,,,1,3,,,1,4,,,4
26318,1,29,,,1,16,,,1,5,,,1,20,,,4
26319,1,16,,,1,3,,,1,5,,,1,3,,,4
2632,1,5,,,1,15,,,1,19,,,1,3,,,4
26320,1,4,,,1,19,,,1,6,,,1,5,,,4
26321,1,10,,,1,4,,,1,3,,,1,2,,,4
26322,1,4,,,1,3,,,1,2,,,1,2,,,4
26323,1,11,,,1,10,,,1,8,,,1,11,,,4
26324,1,11,,,1,3,,,1,2,,,1,4,,,4
26325,1,56,,,1,3,,,1,2,,,1,5,,,4
26326,1,14,,,1,9,,,1,3,,,1,6,,,4
26327,1,18,,,1,4,,,1,2,,,1,4,,,4
26328,1,3,,,1,5,,,1,7,,,1,3,,,4
26329,1,63,,,1,6,,,1,5,,,1,14,,,4
2633,1,3,,,1,2,,,1,2,,,1,1,,,4
26330,1,4,,,1,11,,,1,8,,,1,1,,,4
26331,1,7,,,1,17,,,1,7,,,1,4,,,4
26332,1,2,,,1,14,,,1,1,,,1,1,,,4
26333,1,11,,,1,4,,,1,3,,,1,5,,,4
26334,1,12,,,1,3,,,1,3,,,1,7,,,4
26335,1,38,,,1,31,,,1,41,,,1,11,,,4
26336,1,5,,,1,5,,,1,4,,,1,2,,,4
26337,1,5,,,1,17,,,1,2,,,1,10,,,4
26338,1,3,,,1,4,,,1,7,,,1,4,,,4
26339,1,10,,,1,7,,,1,2,,,1,3,,,4
2634,1,2,,,1,7,,,1,12,,,1,5,,,4
26340,1,9,,,1,2,,,1,4,,,1,5,,,4
26341,1,12,,,1,3,,,1,5,,,1,1,,,4
26342,1,4,,,1,2,,,1,5,,,1,4,,,4
26343,1,4,,,1,7,,,1,11,,,1,8,,,4
26344,1,1,,,1,3,,,1,26,,,1,4,,,4
26345,1,6,,,1,3,,,1,11,,,1,7,,,4
26346,1,3,,,1,10,,,1,16,,,1,6,,,4
26347,1,10,,,1,10,,,1,2,,,1,4,,,4
26348,1,6,,,1,3,,,1,2,,,1,4,,,4
26349,1,12,,,1,80,,,1,4,,,1,18,,,4
2635,1,5,,,1,4,,,1,2,,,1,8,,,4
26350,1,4,,,1,3,,,1,14,,,1,17,,,4
26351,1,2,,,1,9,,,1,5,,,0,0,,,3
26352,1,39,,,1,6,,,1,2,,,1,2,,,4
26353,1,8,,,1,4,,,1,6,,,1,1,,,4
26354,1,51,,,1,50,,,1,14,,,1,5,,,4
26355,1,35,,,1,8,,,1,2,,,1,4,,,4
26356,1,3,,,1,17,,,1,4,,,1,1,,,4
26357,1,11,,,1,3,,,1,4,,,1,3,,,4
26358,1,9,,,1,4,,,1,6,,,1,2,,,4
26359,1,4,,,1,58,,,1,2,,,1,11,,,4
2636,1,9,,,1,17,,,1,7,,,1,12,,,4
26360,1,10,,,1,6,,,1,10,,,1,1,,,4
26361,1,2,,,1,7,,,1,3,,,1,3,,,4
26362,1,2,,,1,1,,,1,5,,,1,3,,,4
26363,1,27,,,1,14,,,1,2,,,1,7,,,4
26364,1,30,,,1,3,,,1,2,,,1,4,,,4
26365,1,9,,,1,4,,,1,3,,,1,2,,,4
26366,1,2,,,1,6,,,1,2,,,1,2,,,4
26367,1,5,,,1,52,,,1,3,,,1,48,,,4
26368,1,19,,,1,17,,,1,2,,,1,5,,,4
26369,1,4,,,1,9,,,1,30,,,1,9,,,4
2637,1,7,,,1,6,,,1,10,,,1,7,,,4
26370,1,5,,,1,9,,,1,31,,,1,8,,,4
26371,1,2,,,1,36,,,1,3,,,1,8,,,4
26372,1,29,,,1,25,,,1,8,,,1,42,,,4
26373,1,3,,,1,4,,,1,3,,,1,2,,,4
26374,1,3,,,1,1,,,1,8,,,1,9,,,4
26375,1,2,,,1,9,,,1,3,,,1,1,,,4
26376,1,8,,,1,22,,,1,2,,,1,9,,,4
26377,1,11,,,1,2,,,1,7,,,1,1,,,4
26378,1,37,,,1,12,,,1,3,,,1,14,,,4
26379,1,8,,,1,10,,,1,4,,,1,1,,,4
2638,1,3,,,1,11,,,1,13,,,1,11,,,4
26380,1,2,,,1,14,,,1,8,,,1,16,,,4
26381,1,5,,,1,6,,,1,8,,,1,2,,,4
26382,1,4,,,1,3,,,1,4,,,1,2,,,4
26383,1,18,,,1,33,,,1,6,,,1,26,,,4
26384,1,2,,,1,4,,,1,3,,,1,5,,,4
26385,1,58,,,1,37,,,1,12,,,1,8,,,4
26386,1,14,,,1,11,,,1,2,,,1,4,,,4
26387,1,14,,,1,8,,,1,4,,,1,6,,,4
26388,1,9,,,1,4,,,1,4,,,1,3,,,4
26389,1,3,,,1,12,,,1,6,,,1,5,,,4
2639,1,7,,,1,8,,,1,3,,,1,2,,,4
26390,1,6,,,1,9,,,1,2,,,1,3,,,4
26391,1,6,,,1,13,,,1,17,,,1,7,,,4
26392,1,2,,,1,6,,,1,4,,,1,6,,,4
26393,1,75,,,1,4,,,1,18,,,1,14,,,4
26394,1,14,,,1,2,,,1,2,,,1,2,,,4
26395,1,11,,,1,74,,,1,21,,,1,13,,,4
26396,1,4,,,1,23,,,1,13,,,1,15,,,4
26397,1,2,,,1,23,,,1,4,,,1,6,,,4
26398,1,2,,,1,10,,,1,2,,,1,2,,,4
26399,1,5,,,1,9,,,1,12,,,1,21,,,4
264,1,3,,,1,2,,,1,2,,,1,1,,,4
2640,1,6,,,1,15,,,1,53,,,1,37,,,4
26400,1,24,,,1,6,,,1,8,,,1,2,,,4
26401,1,7,,,1,5,,,1,4,,,1,2,,,4
26402,1,47,,,1,10,,,1,6,,,1,1,,,4
26403,1,10,,,1,2,,,1,1,,,1,3,,,4
26404,1,2,,,1,3,,,1,4,,,1,3,,,4
26405,1,8,,,1,5,,,1,23,,,1,15,,,4
26406,1,2,,,1,3,,,1,3,,,1,6,,,4
26407,1,33,,,1,13,,,1,6,,,1,3,,,4
26408,1,5,,,1,2,,,1,2,,,1,4,,,4
26409,1,6,,,1,20,,,1,47,,,1,30,,,4
2641,1,27,,,1,1,,,1,5,,,1,2,,,4
26410,1,2,,,1,2,,,1,2,,,1,5,,,4
26411,1,2,,,1,20,,,1,4,,,1,19,,,4
26412,1,21,,,1,3,,,1,8,,,1,2,,,4
26413,1,9,,,1,56,,,1,4,,,1,24,,,4
26414,1,2,,,1,2,,,1,4,,,1,5,,,4
26415,1,2,,,1,9,,,1,3,,,1,1,,,4
26416,1,5,,,1,1,,,1,1,,,1,2,,,4
26417,1,8,,,1,3,,,1,2,,,1,2,,,4
26418,1,2,,,1,12,,,1,5,,,1,2,,,4
26419,1,2,,,1,16,,,1,3,,,1,4,,,4
2642,1,83,,,1,8,,,1,8,,,1,8,,,4
26420,1,4,,,1,2,,,1,2,,,1,2,,,4
26421,1,5,,,1,3,,,1,3,,,1,17,,,4
26422,1,2,,,1,6,,,1,6,,,1,7,,,4
26423,1,96,,,1,5,,,1,4,,,1,4,,,4
26424,1,2,,,1,7,,,1,5,,,1,3,,,4
26425,1,2,,,1,7,,,1,3,,,1,2,,,4
26426,1,11,,,1,2,,,1,3,,,1,10,,,4
26427,1,2,,,1,2,,,1,6,,,1,3,,,4
26428,1,20,,,1,18,,,1,2,,,1,1,,,4
26429,1,38,,,1,4,,,1,7,,,1,12,,,4
2643,1,75,,,1,18,,,1,2,,,1,2,,,4
26430,1,3,,,1,7,,,1,5,,,0,0,,,3
26431,1,51,,,1,14,,,1,7,,,1,3,,,4
26432,1,4,,,1,41,,,1,1,,,1,2,,,4
26433,1,23,,,1,7,,,1,6,,,1,6,,,4
26434,1,6,,,1,7,,,1,2,,,1,1,,,4
26435,1,8,,,1,21,,,0,0,,,1,3,,,3
26436,1,68,,,1,17,,,1,7,,,1,11,,,4
26437,1,6,,,1,5,,,1,3,,,1,3,,,4
26438,1,10,,,1,13,,,1,22,,,1,68,,,4
26439,1,4,,,1,25,,,1,6,,,1,4,,,4
2644,1,61,,,1,25,,,1,11,,,1,2,,,4
26440,1,6,,,1,12,,,1,5,,,1,5,,,4
26441,1,3,,,1,15,,,1,2,,,1,14,,,4
26442,1,2,,,1,2,,,1,2,,,1,4,,,4
26443,1,7,,,1,22,,,1,2,,,1,5,,,4
26444,1,9,,,1,2,,,1,3,,,1,2,,,4
26445,1,3,,,1,19,,,1,8,,,1,42,,,4
26446,1,6,,,1,17,,,1,5,,,1,4,,,4
26447,1,37,,,1,6,,,1,3,,,1,4,,,4
26448,1,2,,,1,4,,,1,6,,,1,4,,,4
26449,1,9,,,1,7,,,1,3,,,1,4,,,4
2645,1,1,,,1,1,,,1,2,,,1,4,,,4
26450,1,2,,,1,1,,,1,2,,,1,2,,,4
26451,1,4,,,1,2,,,1,1,,,1,2,,,4
26452,1,22,,,1,5,,,1,15,,,1,1,,,4
26453,1,2,,,1,3,,,1,3,,,1,2,,,4
26454,0,0,,,1,2,,,1,4,,,1,3,,,3
26455,1,2,,,1,9,,,1,3,,,1,2,,,4
26456,1,2,,,1,6,,,1,5,,,1,2,,,4
26457,1,16,,,1,2,,,1,19,,,1,9,,,4
26458,1,32,,,1,56,,,1,14,,,1,14,,,4
26459,1,2,,,1,17,,,1,9,,,1,2,,,4
2646,1,6,,,1,4,,,1,2,,,1,1,,,4
26460,1,36,,,1,42,,,1,16,,,1,2,,,4
